Tamano  Tiempo(ns)  media_OB  max_OB  min_OB
  541   1242.50    271.00       541     1
  542   1242.73    271.00       542     1
  543   1251.23    272.00       543     1
  544   1255.04    272.00       544     1
  545   1265.50    273.00       545     1
  546   1254.30    273.00       546     1
  547   1262.60    274.00       547     1
  548   1257.10    274.00       548     1
  549   1260.69    275.00       549     1
  550   1257.96    275.00       550     1
  551   1251.47    276.00       551     1
  552   1259.15    276.00       552     1
  553   1258.75    277.00       553     1
  554   1270.23    277.00       554     1
  555   1259.84    278.00       555     1
  556   1288.85    278.00       556     1
  557   1269.75    279.00       557     1
  558   1290.68    279.00       558     1
  559   1273.22    280.00       559     1
  560   1278.16    280.00       560     1
  561   1270.43    281.00       561     1
  562   1275.84    281.00       562     1
  563   1270.05    282.00       563     1
  564   1276.81    282.00       564     1
  565   1284.51    283.00       565     1
  566   1277.19    283.00       566     1
  567   1289.66    284.00       567     1
  568   1285.37    284.00       568     1
  569   1288.52    285.00       569     1
  570   1284.00    285.00       570     1
  571   1285.66    286.00       571     1
  572   1287.05    286.00       572     1
  573   1317.63    287.00       573     1
  574   1307.79    287.00       574     1
  575   1338.78    288.00       575     1
  576   1323.58    288.00       576     1
  577   1309.13    289.00       577     1
  578   1334.07    289.00       578     1
  579   1309.69    290.00       579     1
  580   1307.47    290.00       580     1
  581   1311.91    291.00       581     1
  582   1307.65    291.00       582     1
  583   1307.31    292.00       583     1
  584   1305.57    292.00       584     1
  585   1312.75    293.00       585     1
  586   1306.06    293.00       586     1
  587   1323.37    294.00       587     1
  588   1330.12    294.00       588     1
  589   1323.36    295.00       589     1
  590   1325.39    295.00       590     1
  591   1309.27    296.00       591     1
  592   1318.19    296.00       592     1
  593   1327.96    297.00       593     1
  594   1333.54    297.00       594     1
  595   1325.65    298.00       595     1
  596   1326.90    298.00       596     1
  597   1326.10    299.00       597     1
  598   1351.82    299.00       598     1
  599   1340.68    300.00       599     1
  600   1350.93    300.00       600     1
  601   1336.87    301.00       601     1
  602   1346.74    301.00       602     1
  603   1341.06    302.00       603     1
  604   1355.98    302.00       604     1
  605   1340.50    303.00       605     1
  606   1343.84    303.00       606     1
  607   1350.15    304.00       607     1
  608   1364.47    304.00       608     1
  609   1339.10    305.00       609     1
  610   1348.03    305.00       610     1
  611   1343.67    306.00       611     1
  612   1351.62    306.00       612     1
  613   1390.80    307.00       613     1
  614   1357.98    307.00       614     1
  615   1369.85    308.00       615     1
  616   1356.31    308.00       616     1
  617   1358.36    309.00       617     1
  618   1430.61    309.00       618     1
  619   1362.96    310.00       619     1
  620   1360.68    310.00       620     1
  621   1362.66    311.00       621     1
  622   1367.81    311.00       622     1
  623   1398.60    312.00       623     1
  624   1397.07    312.00       624     1
  625   1394.05    313.00       625     1
  626   1402.03    313.00       626     1
  627   1381.55    314.00       627     1
  628   1385.78    314.00       628     1
  629   1391.18    315.00       629     1
  630   1403.49    315.00       630     1
  631   1395.82    316.00       631     1
  632   1384.00    316.00       632     1
  633   1383.63    317.00       633     1
  634   1380.73    317.00       634     1
  635   1383.15    318.00       635     1
  636   1390.27    318.00       636     1
  637   1388.67    319.00       637     1
  638   1399.48    319.00       638     1
  639   1390.59    320.00       639     1
  640   1398.31    320.00       640     1
  641   1398.71    321.00       641     1
  642   1398.41    321.00       642     1
  643   1402.32    322.00       643     1
  644   1403.23    322.00       644     1
  645   1404.98    323.00       645     1
  646   1418.30    323.00       646     1
  647   1422.61    324.00       647     1
  648   1412.44    324.00       648     1
  649   1411.20    325.00       649     1
  650   1414.88    325.00       650     1
  651   1414.44    326.00       651     1
  652   1416.66    326.00       652     1
  653   1417.87    327.00       653     1
  654   1418.59    327.00       654     1
  655   1424.26    328.00       655     1
  656   1421.48    328.00       656     1
  657   1423.55    329.00       657     1
  658   1430.88    329.00       658     1
  659   1423.10    330.00       659     1
  660   1424.76    330.00       660     1
  661   1436.81    331.00       661     1
  662   1425.44    331.00       662     1
  663   1456.67    332.00       663     1
  664   1430.95    332.00       664     1
  665   1451.79    333.00       665     1
  666   1488.56    333.00       666     1
  667   1483.52    334.00       667     1
  668   1454.79    334.00       668     1
  669   1442.29    335.00       669     1
  670   1442.81    335.00       670     1
  671   1462.01    336.00       671     1
  672   1447.63    336.00       672     1
  673   1446.42    337.00       673     1
  674   1451.31    337.00       674     1
  675   1456.95    338.00       675     1
  676   1445.28    338.00       676     1
  677   1450.77    339.00       677     1
  678   1452.43    339.00       678     1
  679   1451.96    340.00       679     1
  680   1470.75    340.00       680     1
  681   1451.67    341.00       681     1
  682   1466.80    341.00       682     1
  683   1455.43    342.00       683     1
  684   1458.99    342.00       684     1
  685   1460.19    343.00       685     1
  686   1469.45    343.00       686     1
  687   1471.60    344.00       687     1
  688   1498.59    344.00       688     1
  689   1489.65    345.00       689     1
  690   1465.88    345.00       690     1
  691   1465.83    346.00       691     1
  692   1469.71    346.00       692     1
  693   1467.14    347.00       693     1
  694   1486.99    347.00       694     1
  695   1491.74    348.00       695     1
  696   1523.53    348.00       696     1
  697   1510.19    349.00       697     1
  698   1493.54    349.00       698     1
  699   1494.22    350.00       699     1
  700   1503.53    350.00       700     1
  701   1520.66    351.00       701     1
  702   1495.85    351.00       702     1
  703   1490.37    352.00       703     1
  704   1514.70    352.00       704     1
  705   1498.10    353.00       705     1
  706   1491.49    353.00       706     1
  707   1499.69    354.00       707     1
  708   1516.05    354.00       708     1
  709   1533.70    355.00       709     1
  710   1522.82    355.00       710     1
  711   1516.75    356.00       711     1
  712   1497.74    356.00       712     1
  713   1509.37    357.00       713     1
  714   1511.64    357.00       714     1
  715   1510.43    358.00       715     1
  716   1534.78    358.00       716     1
  717   1508.62    359.00       717     1
  718   1515.58    359.00       718     1
  719   1533.69    360.00       719     1
  720   1514.15    360.00       720     1
  721   1512.75    361.00       721     1
  722   1518.39    361.00       722     1
  723   1519.16    362.00       723     1
  724   1536.48    362.00       724     1
  725   1517.72    363.00       725     1
  726   1521.71    363.00       726     1
  727   1532.37    364.00       727     1
  728   1526.25    364.00       728     1
  729   1529.96    365.00       729     1
  730   1528.95    365.00       730     1
  731   1526.39    366.00       731     1
  732   1529.92    366.00       732     1
  733   1527.19    367.00       733     1
  734   1532.04    367.00       734     1
  735   1534.35    368.00       735     1
  736   1564.71    368.00       736     1
  737   1539.32    369.00       737     1
  738   1548.01    369.00       738     1
  739   1544.34    370.00       739     1
  740   1565.61    370.00       740     1
  741   1549.80    371.00       741     1
  742   1557.51    371.00       742     1
  743   1574.01    372.00       743     1
  744   1577.28    372.00       744     1
  745   1553.95    373.00       745     1
  746   1557.43    373.00       746     1
  747   1548.43    374.00       747     1
  748   1559.63    374.00       748     1
  749   1561.87    375.00       749     1
  750   1567.44    375.00       750     1
  751   1556.64    376.00       751     1
  752   1564.53    376.00       752     1
  753   1559.31    377.00       753     1
  754   1560.73    377.00       754     1
  755   1564.94    378.00       755     1
  756   1567.70    378.00       756     1
  757   1567.60    379.00       757     1
  758   1564.68    379.00       758     1
  759   1566.23    380.00       759     1
  760   1565.99    380.00       760     1
  761   1593.21    381.00       761     1
  762   1579.38    381.00       762     1
  763   1592.16    382.00       763     1
  764   1582.07    382.00       764     1
  765   1593.06    383.00       765     1
  766   1584.37    383.00       766     1
  767   1586.96    384.00       767     1
  768   1586.16    384.00       768     1
  769   1591.12    385.00       769     1
  770   1603.57    385.00       770     1
  771   1595.32    386.00       771     1
  772   1595.31    386.00       772     1
  773   1595.11    387.00       773     1
  774   1663.53    387.00       774     1
  775   1610.00    388.00       775     1
  776   1603.18    388.00       776     1
  777   1602.11    389.00       777     1
  778   1613.65    389.00       778     1
  779   1607.14    390.00       779     1
  780   1606.97    390.00       780     1
  781   1617.81    391.00       781     1
  782   1631.02    391.00       782     1
  783   1610.73    392.00       783     1
  784   1610.69    392.00       784     1
  785   1606.28    393.00       785     1
  786   1607.57    393.00       786     1
  787   1612.05    394.00       787     1
  788   1620.69    394.00       788     1
  789   1634.96    395.00       789     1
  790   1619.46    395.00       790     1
  791   1626.62    396.00       791     1
  792   1613.03    396.00       792     1
  793   1617.12    397.00       793     1
  794   1629.94    397.00       794     1
  795   1623.77    398.00       795     1
  796   1626.01    398.00       796     1
  797   1629.00    399.00       797     1
  798   1624.34    399.00       798     1
  799   1625.22    400.00       799     1
  800   1631.34    400.00       800     1
  801   1633.13    401.00       801     1
  802   1637.82    401.00       802     1
  803   1648.54    402.00       803     1
  804   1636.79    402.00       804     1
  805   1655.86    403.00       805     1
  806   1668.91    403.00       806     1
  807   1646.17    404.00       807     1
  808   1662.39    404.00       808     1
  809   1646.06    405.00       809     1
  810   1642.69    405.00       810     1
  811   1644.85    406.00       811     1
  812   1650.43    406.00       812     1
  813   1651.21    407.00       813     1
  814   1654.62    407.00       814     1
  815   1659.28    408.00       815     1
  816   1653.54    408.00       816     1
  817   1654.05    409.00       817     1
  818   1665.72    409.00       818     1
  819   1669.29    410.00       819     1
  820   1680.93    410.00       820     1
  821   1677.92    411.00       821     1
  822   1737.66    411.00       822     1
  823   1759.43    412.00       823     1
  824   1688.83    412.00       824     1
  825   1687.52    413.00       825     1
  826   1680.92    413.00       826     1
  827   1685.10    414.00       827     1
  828   1679.87    414.00       828     1
  829   1685.69    415.00       829     1
  830   1706.10    415.00       830     1
  831   1690.07    416.00       831     1
  832   1687.45    416.00       832     1
  833   1694.71    417.00       833     1
  834   1690.24    417.00       834     1
  835   1687.96    418.00       835     1
  836   1696.33    418.00       836     1
  837   1717.91    419.00       837     1
  838   1730.51    419.00       838     1
  839   1723.67    420.00       839     1
  840   1709.92    420.00       840     1
  841   1722.52    421.00       841     1
  842   1697.32    421.00       842     1
  843   1694.45    422.00       843     1
  844   1691.40    422.00       844     1
  845   1695.28    423.00       845     1
  846   1706.95    423.00       846     1
  847   1706.01    424.00       847     1
  848   1727.92    424.00       848     1
  849   1732.31    425.00       849     1
  850   1702.64    425.00       850     1
  851   1707.73    426.00       851     1
  852   1710.92    426.00       852     1
  853   1713.15    427.00       853     1
  854   1743.20    427.00       854     1
  855   1734.43    428.00       855     1
  856   1732.41    428.00       856     1
  857   1738.75    429.00       857     1
  858   1734.79    429.00       858     1
  859   1745.27    430.00       859     1
  860   1741.34    430.00       860     1
  861   1740.29    431.00       861     1
  862   1770.37    431.00       862     1
  863   1762.10    432.00       863     1
  864   1739.99    432.00       864     1
  865   1742.39    433.00       865     1
  866   1736.41    433.00       866     1
  867   1747.31    434.00       867     1
  868   1761.98    434.00       868     1
  869   1757.30    435.00       869     1
  870   1761.54    435.00       870     1
  871   1755.64    436.00       871     1
  872   1760.25    436.00       872     1
  873   1802.34    437.00       873     1
  874   1773.84    437.00       874     1
  875   1775.29    438.00       875     1
  876   1757.53    438.00       876     1
  877   1752.98    439.00       877     1
  878   1777.41    439.00       878     1
  879   1784.36    440.00       879     1
  880   1771.47    440.00       880     1
  881   1762.97    441.00       881     1
  882   1762.35    441.00       882     1
  883   1778.74    442.00       883     1
  884   1783.63    442.00       884     1
  885   1776.69    443.00       885     1
  886   1770.20    443.00       886     1
  887   1768.23    444.00       887     1
  888   1782.09    444.00       888     1
  889   1806.02    445.00       889     1
  890   1839.01    445.00       890     1
